company_name,industry_category,sub_industry,location_area,district,zone_type,distance_km,company_type,employee_estimate,materials_used,adhesive_type_needed,product_needed,application_type,purchase_stage,expected_monthly_volume_liters,order_frequency,urgency_days,payment_terms_expected,has_google_listing,google_review_count,has_phone,credibility_level,lead_source,lead_bucket,lead_score
Company_0107,Automotive/Transport,Bus/Coach Body Shop,Keraniganj,Dhaka,Near Highway,15.5,Distributor,Micro (1-9),PVC/EVA,PU,PU Adhesive,Lamination,Trial Order,42,One-time,58,Cash,Yes,46,Yes,High,Distributor Referral,Save For Later,36
Company_0108,Packaging,Plastic Packaging Manufacturer,Mirpur,Dhaka,Mixed Zone,6.7,Distributor,Small (10-49),Plastic,Unknown,SR Adhesive,Lamination,Trial Order,219,Monthly,58,Cash,Yes,25,Yes,High,Phone Call,Save For Later,46
Company_0109,Furniture,Carpentry Unit,Narayanganj,Narayanganj,Industrial Zone,27.9,Retailer,Small (10-49),Fabric,Unknown,General Purpose Adhesive,Assembly,Trial Order,98,Monthly,32,Unknown,Yes,1,No,Low,Walk-in,Reject,17
Company_0110,Construction,Wood Panel Unit,Narayanganj,Narayanganj,Industrial Zone,26.9,Manufacturer,Small (10-49),Wood,SR,SR Adhesive,Bonding,Trial Order,281,Monthly,24,Unknown,Yes,37,Yes,High,Walk-in,Cold,62
Company_0111,Construction,Door & Board Manufacturer,Motijheel,Dhaka,Central Dhaka,9.9,Trader,Medium (50-249),Wood,Unknown,General Purpose Adhesive,Repair/Maintenance,Trial Order,78,One-time,40,Credit,Yes,9,Yes,Medium,Facebook Page,Reject,14
Company_0112,Upholstery/Foam,Mattress Manufacturer,Gazipur,Gazipur,Industrial Zone,46,Manufacturer,Micro (1-9),Wood,SR,SR Adhesive,Lamination,Trial Order,474,Weekly,5,Unknown,Yes,38,Yes,High,Phone Call,Hot,91
Company_0113,Construction,Wood Panel Unit,Gazipur,Gazipur,Industrial Zone,42.1,Distributor,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Repair/Maintenance,Trial Order,389,Monthly,10,Cash,Yes,40,Yes,High,Walk-in,Warm,82
Company_0114,Construction,Interior Materials Trader,Mirpur,Dhaka,Mixed Zone,18.3,Retailer,Micro (1-9),PVC/EVA,SR,SR Adhesive,Assembly,Trial Order,36,Monthly,31,Unknown,No,0,Yes,Low,Facebook Page,Save For Later,28
Company_0115,Construction,Interior Materials Trader,Gazipur,Gazipur,Industrial Zone,38.1,Manufacturer,Micro (1-9),Mixed/Unknown,PU,PU Adhesive,Assembly,Regular Reorder,72,Monthly,52,Unknown,Yes,61,Yes,High,Facebook Page,Save For Later,39
Company_0116,Other,General Workshop,Gazipur,Gazipur,Industrial Zone,52.7,Retailer,Micro (1-9),Mixed/Unknown,PU,PU Adhesive,Assembly,Regular Reorder,24,Monthly,42,Cash,Yes,5,Yes,Medium,Phone Call,Reject,12
Company_0117,Construction,Door & Board Manufacturer,Narayanganj,Narayanganj,Industrial Zone,25.8,Trader,Medium (50-249),PVC/EVA,PU,PU Adhesive,Assembly,Annual Contract,779,Weekly,7,Cash,Yes,27,Yes,High,Walk-in,Warm,97
Company_0118,Construction,Door & Board Manufacturer,Gazipur,Gazipur,Industrial Zone,46,Manufacturer,Large (250+),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Regular Reorder,304,Weekly,38,Credit,Yes,6,No,Medium,Phone Call,Cold,42
Company_0119,Other,Small Repair Unit,Tongi,Gazipur,Industrial Zone,29.9,Trader,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Bonding,Trial Order,0,One-time,38,Credit,Yes,12,No,Medium,Website Inquiry,Save For Later,35
Company_0120,Construction,PVC Sheet Workshop,Gazipur,Gazipur,Industrial Zone,57.9,Trader,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Trial Order,87,Monthly,21,Credit,Yes,7,Yes,Medium,Facebook Page,Reject,16
Company_0121,Upholstery/Foam,Foam Cutting Unit,Uttara,Dhaka,Mixed Zone,7.4,Trader,Micro (1-9),Fabric,Unknown,General Purpose Adhesive,Repair/Maintenance,Annual Contract,0,One-time,25,Unknown,Yes,8,No,Medium,Referral,Reject,6
Company_0122,Retail/Trading,Wholesale Store,Mirpur,Dhaka,Mixed Zone,7,Manufacturer,Medium (50-249),Mixed/Unknown,SR,SR Adhesive,Bonding,Regular Reorder,319,Weekly,44,Unknown,Yes,8,Yes,Medium,Facebook Page,Save For Later,43
Company_0123,Retail/Trading,General Trading Store,Tongi,Gazipur,Industrial Zone,25,Trader,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Repair/Maintenance,Trial Order,34,Monthly,31,Credit,Yes,13,No,Medium,WhatsApp,Reject,14
Company_0124,Other,General Workshop,Tejgaon,Dhaka,Industrial Zone,2,Retailer,Micro (1-9),Plastic,Unknown,SR Adhesive,Repair/Maintenance,Trial Order,33,One-time,36,Cash,No,0,Yes,Low,WhatsApp,Reject,15
Company_0125,Other,Small Enterprise,Uttara,Dhaka,Mixed Zone,20.1,Manufacturer,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Lamination,Regular Reorder,94,Monthly,41,Cash,Yes,1,Yes,Medium,Facebook Page,Reject,17
Company_0126,Automotive/Transport,Car Accessories Unit,Mirpur,Dhaka,Mixed Zone,10.2,Manufacturer,Medium (50-249),PVC/EVA,Unknown,PU Adhesive,Bonding,Regular Reorder,890,Monthly,8,Unknown,Yes,178,Yes,High,Phone Call,Warm,80
Company_0127,Footwear,Shoe Upper Factory,Savar,Dhaka,Industrial Zone,36.4,Manufacturer,Medium (50-249),Rubber,Unknown,PU Adhesive,Bonding,Trial Order,272,Weekly,24,Unknown,Yes,3,Yes,Medium,Phone Call,Save For Later,37
Company_0128,Footwear,Sole Manufacturer,Gulshan,Dhaka,Central Dhaka,10.8,Manufacturer,Medium (50-249),Leather,SR,SR Adhesive,Assembly,Regular Reorder,772,Monthly,11,Credit,Yes,48,Yes,High,Phone Call,Warm,89
Company_0129,Packaging,Corrugated Box Factory,Motijheel,Dhaka,Central Dhaka,10.9,Retailer,Micro (1-9),Plastic,SR,SR Adhesive,Bonding,Regular Reorder,39,Monthly,29,Unknown,Yes,12,Yes,Medium,Facebook Page,Save For Later,40
Company_0130,Furniture,Carpentry Unit,Motijheel,Dhaka,Central Dhaka,2,Manufacturer,Small (10-49),Fabric,Unknown,SR Adhesive,Bonding,Trial Order,152,Monthly,25,Credit,Yes,66,Yes,High,Referral,Cold,50
Company_0131,Other,General Workshop,Tejgaon,Dhaka,Industrial Zone,14.9,Trader,Micro (1-9),Mixed/Unknown,PU,PU Adhesive,Assembly,Trial Order,40,One-time,57,Unknown,Yes,16,Yes,Medium,Facebook Page,Save For Later,25
Company_0132,Footwear,Leather Goods Workshop,Motijheel,Dhaka,Central Dhaka,15.4,Manufacturer,Medium (50-249),Rubber,SR,SR Adhesive,Bonding,Annual Contract,613,Weekly,3,Credit,Yes,54,Yes,High,Website Inquiry,Hot,97
Company_0133,Furniture,Interior Workshop,Gulshan,Dhaka,Central Dhaka,11.3,Manufacturer,Medium (50-249),Foam,Unknown,General Purpose Adhesive,Lamination,Annual Contract,787,Monthly,5,Credit,Yes,110,Yes,High,WhatsApp,Hot,95
Company_0134,Construction,PVC Sheet Workshop,Keraniganj,Dhaka,Near Highway,24.8,Manufacturer,Micro (1-9),Wood,Unknown,PU Adhesive,Bonding,Trial Order,75,One-time,41,Cash,Yes,27,Yes,High,Walk-in,Cold,52
Company_0135,Other,Miscellaneous Supplier,Mirpur,Dhaka,Mixed Zone,2.6,Distributor,Micro (1-9),Mixed/Unknown,PU,PU Adhesive,Bonding,Trial Order,0,Monthly,22,Cash,No,0,No,Low,Website Inquiry,Reject,3
Company_0136,Upholstery/Foam,Cushion Producer,Mirpur,Dhaka,Mixed Zone,16.7,Trader,Small (10-49),Fabric,SR,SR Adhesive,Assembly,Trial Order,140,Monthly,45,Credit,No,0,Yes,Low,Phone Call,Cold,44
Company_0137,Packaging,Label Printing Unit,Gazipur,Gazipur,Industrial Zone,45.6,Manufacturer,Medium (50-249),Paper/Board,SR,SR Adhesive,Lamination,Trial Order,257,Monthly,64,Unknown,Yes,43,Yes,High,Website Inquiry,Save For Later,33
Company_0138,Construction,Door & Board Manufacturer,Motijheel,Dhaka,Central Dhaka,8.5,Distributor,Micro (1-9),Wood,PU,PU Adhesive,Repair/Maintenance,Annual Contract,40,One-time,47,Cash,Yes,29,Yes,High,Website Inquiry,Save For Later,43
Company_0139,Other,Small Enterprise,Mirpur,Dhaka,Mixed Zone,13.1,Trader,Micro (1-9),Mixed/Unknown,SR,SR Adhesive,Assembly,Trial Order,35,One-time,35,Unknown,Yes,9,No,Medium,Facebook Page,Reject,19
Company_0140,Packaging,Label Printing Unit,Gulshan,Dhaka,Central Dhaka,13.2,Retailer,Large (250+),Plastic,PU,PU Adhesive,Lamination,Trial Order,2281,Weekly,8,Unknown,Yes,44,Yes,High,WhatsApp,Hot,86
Company_0141,Other,Small Repair Unit,Savar,Dhaka,Industrial Zone,27.2,Trader,Small (10-49),Wood,Unknown,General Purpose Adhesive,Bonding,Annual Contract,186,Monthly,24,Cash,Yes,63,Yes,High,Website Inquiry,Cold,54
Company_0142,Footwear,Leather Goods Workshop,Mirpur,Dhaka,Mixed Zone,11.7,Manufacturer,Small (10-49),PVC/EVA,PU,PU Adhesive,Bonding,Trial Order,168,Monthly,18,Unknown,Yes,121,Yes,High,Phone Call,Warm,80
Company_0143,Retail/Trading,General Trading Store,Mirpur,Dhaka,Mixed Zone,27.2,Trader,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Repair/Maintenance,Trial Order,66,One-time,24,Cash,No,0,No,Low,Website Inquiry,Reject,11
Company_0144,Furniture,Interior Workshop,Narayanganj,Narayanganj,Industrial Zone,27.7,Manufacturer,Small (10-49),Foam,SR,SR Adhesive,Lamination,Trial Order,291,Monthly,48,Cash,No,0,Yes,Low,Distributor Referral,Cold,46
Company_0145,Construction,Interior Materials Trader,Tejgaon,Dhaka,Industrial Zone,12.5,Manufacturer,Micro (1-9),PVC/EVA,PU,PU Adhesive,Assembly,Trial Order,91,Monthly,63,Unknown,Yes,31,Yes,High,Website Inquiry,Save For Later,52
Company_0146,Construction,PVC Sheet Workshop,Tongi,Gazipur,Industrial Zone,20.1,Manufacturer,Large (250+),PVC/EVA,PU,PU Adhesive,Lamination,Trial Order,200,Monthly,52,Unknown,Yes,20,Yes,Medium,WhatsApp,Save For Later,36
Company_0147,Furniture,Carpentry Unit,Uttara,Dhaka,Mixed Zone,6.5,Manufacturer,Small (10-49),Fabric,SR,SR Adhesive,Bonding,Regular Reorder,455,Monthly,12,Credit,Yes,45,Yes,High,Referral,Warm,79
Company_0148,Retail/Trading,Wholesale Store,Motijheel,Dhaka,Central Dhaka,2,Distributor,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Trial Order,111,Monthly,52,Unknown,Yes,1,No,Low,Facebook Page,Reject,25
Company_0149,Other,General Workshop,Motijheel,Dhaka,Central Dhaka,6.5,Manufacturer,Small (10-49),Wood,Unknown,SR Adhesive,Bonding,Regular Reorder,467,Monthly,15,Unknown,Yes,16,Yes,Medium,Walk-in,Warm,77
Company_0150,Automotive/Transport,Auto Seat Upholstery,Keraniganj,Dhaka,Near Highway,23.2,Manufacturer,Medium (50-249),Foam,SR,SR Adhesive,Bonding,Regular Reorder,365,Weekly,20,Credit,Yes,12,Yes,Medium,WhatsApp,Cold,52
Company_0151,Footwear,Footwear Accessories Supplier,Motijheel,Dhaka,Central Dhaka,2,Manufacturer,Small (10-49),PVC/EVA,Unknown,SR Adhesive,Bonding,Regular Reorder,177,Monthly,83,Credit,Yes,24,No,Medium,Phone Call,Save For Later,38
Company_0152,Automotive/Transport,Car Accessories Unit,Gazipur,Gazipur,Industrial Zone,55.8,Manufacturer,Large (250+),PVC/EVA,PU,PU Adhesive,Repair/Maintenance,Regular Reorder,268,Monthly,27,Cash,Yes,56,Yes,High,Facebook Page,Cold,56
Company_0153,Furniture,Wood Furniture Factory,Savar,Dhaka,Industrial Zone,35,Manufacturer,Small (10-49),Wood,Unknown,PU Adhesive,Bonding,Trial Order,334,Monthly,30,Unknown,Yes,70,Yes,High,Website Inquiry,Cold,59
Company_0154,Packaging,Plastic Packaging Manufacturer,Tejgaon,Dhaka,Industrial Zone,12.8,Manufacturer,Micro (1-9),Mixed/Unknown,Unknown,General Purpose Adhesive,Assembly,Trial Order,57,One-time,23,Cash,Yes,26,Yes,High,Facebook Page,Save For Later,40
Company_0155,Construction,Door & Board Manufacturer,Motijheel,Dhaka,Central Dhaka,2.1,Trader,Micro (1-9),Mixed/Unknown,Unknown,General Purpose Adhesive,Bonding,Trial Order,13,Monthly,30,Cash,Yes,16,Yes,Medium,Phone Call,Cold,46
Company_0156,Upholstery/Foam,Mattress Manufacturer,Motijheel,Dhaka,Central Dhaka,11.7,Manufacturer,Small (10-49),Foam,Unknown,PU Adhesive,Assembly,Regular Reorder,246,Monthly,6,Unknown,Yes,78,Yes,High,WhatsApp,Warm,74
Company_0157,Retail/Trading,General Trading Store,Savar,Dhaka,Industrial Zone,31.6,Retailer,Micro (1-9),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Annual Contract,0,One-time,50,Unknown,Yes,73,Yes,High,Phone Call,Save For Later,35
Company_0158,Automotive/Transport,Bus/Coach Body Shop,Gazipur,Gazipur,Industrial Zone,42.7,Manufacturer,Medium (50-249),Foam,Unknown,PU Adhesive,Assembly,Regular Reorder,347,Weekly,52,Credit,Yes,56,Yes,High,Referral,Cold,49
Company_0159,Automotive/Transport,Bus/Coach Body Shop,Motijheel,Dhaka,Central Dhaka,4.2,Manufacturer,Micro (1-9),Fabric,Unknown,General Purpose Adhesive,Bonding,Trial Order,82,One-time,49,Cash,Yes,3,Yes,Medium,Facebook Page,Save For Later,35
Company_0160,Packaging,Paper Bag Producer,Savar,Dhaka,Industrial Zone,30.4,Manufacturer,Large (250+),Paper/Board,PU,PU Adhesive,Lamination,Regular Reorder,0,Weekly,13,Cash,Yes,163,Yes,High,Phone Call,Warm,78
Company_0161,Automotive/Transport,Car Accessories Unit,Keraniganj,Dhaka,Near Highway,17.7,Manufacturer,Small (10-49),PVC/EVA,SR,SR Adhesive,Assembly,Trial Order,0,Weekly,9,Cash,Yes,214,Yes,High,Referral,Warm,75
Company_0162,Upholstery/Foam,Mattress Manufacturer,Keraniganj,Dhaka,Near Highway,24.1,Retailer,Medium (50-249),Fabric,Unknown,PU Adhesive,Bonding,Regular Reorder,0,Monthly,26,Credit,Yes,52,Yes,High,Website Inquiry,Cold,54
Company_0163,Other,Small Enterprise,Tongi,Gazipur,Industrial Zone,23.4,Trader,Small (10-49),Wood,SR,SR Adhesive,Repair/Maintenance,Trial Order,185,Monthly,23,Credit,Yes,29,No,Medium,WhatsApp,Cold,56
Company_0164,Footwear,Sole Manufacturer,Uttara,Dhaka,Mixed Zone,17.5,Retailer,Small (10-49),PVC/EVA,Unknown,PU Adhesive,Bonding,Trial Order,155,Monthly,40,Credit,Yes,12,Yes,Medium,Walk-in,Cold,52
Company_0165,Furniture,Modular Furniture Manufacturer,Motijheel,Dhaka,Central Dhaka,12.1,Manufacturer,Medium (50-249),Fabric,Unknown,PU Adhesive,Bonding,Trial Order,345,Monthly,37,Unknown,Yes,65,Yes,High,Facebook Page,Cold,56
Company_0166,Footwear,Footwear Accessories Supplier,Gulshan,Dhaka,Central Dhaka,15.3,Trader,Micro (1-9),Leather,SR,SR Adhesive,Bonding,Regular Reorder,683,Weekly,12,Cash,Yes,121,Yes,High,Phone Call,Warm,80
Company_0167,Packaging,Plastic Packaging Manufacturer,Tongi,Gazipur,Industrial Zone,27.2,Trader,Micro (1-9),Plastic,PU,PU Adhesive,Assembly,Regular Reorder,41,Monthly,46,Cash,Yes,8,No,Medium,Facebook Page,Save For Later,26
Company_0168,Furniture,Interior Workshop,Mirpur,Dhaka,Mixed Zone,14.6,Retailer,Micro (1-9),Foam,SR,SR Adhesive,Bonding,Trial Order,47,One-time,60,Cash,No,0,Yes,Low,WhatsApp,Save For Later,21
Company_0169,Packaging,Plastic Packaging Manufacturer,Keraniganj,Dhaka,Near Highway,22.2,Retailer,Large (250+),Plastic,PU,PU Adhesive,Lamination,Regular Reorder,2994,Weekly,1,Unknown,Yes,83,Yes,High,Phone Call,Hot,100
Company_0170,Construction,Wood Panel Unit,Uttara,Dhaka,Mixed Zone,18.2,Retailer,Small (10-49),Mixed/Unknown,Unknown,PU Adhesive,Bonding,Regular Reorder,0,Monthly,28,Unknown,Yes,12,Yes,Medium,Phone Call,Cold,42
Company_0171,Other,Small Repair Unit,Narayanganj,Narayanganj,Industrial Zone,29.2,Retailer,Small (10-49),Mixed/Unknown,SR,SR Adhesive,Lamination,Regular Reorder,78,One-time,12,Cash,Yes,2,No,Low,Website Inquiry,Reject,17
Company_0172,Footwear,Leather Goods Workshop,Gulshan,Dhaka,Central Dhaka,10,Manufacturer,Large (250+),Leather,SR,SR Adhesive,Bonding,Regular Reorder,1194,Weekly,9,Credit,Yes,106,Yes,High,Walk-in,Warm,80
Company_0173,Upholstery/Foam,Sofa Upholstery Workshop,Uttara,Dhaka,Mixed Zone,18.6,Manufacturer,Small (10-49),Foam,SR,SR Adhesive,Bonding,Trial Order,211,Monthly,29,Credit,Yes,19,Yes,Medium,Walk-in,Save For Later,43
Company_0174,Other,Small Repair Unit,Savar,Dhaka,Industrial Zone,26.9,Trader,Small (10-49),Wood,PU,PU Adhesive,Lamination,Regular Reorder,202,Monthly,48,Cash,Yes,12,Yes,Medium,Facebook Page,Save For Later,32
Company_0175,Footwear,Shoe Upper Factory,Mirpur,Dhaka,Mixed Zone,14.9,Manufacturer,Large (250+),PVC/EVA,PU,PU Adhesive,Repair/Maintenance,Regular Reorder,2212,Weekly,15,Cash,Yes,125,Yes,High,Website Inquiry,Warm,86
Company_0176,Other,Small Enterprise,Motijheel,Dhaka,Central Dhaka,7,Retailer,Small (10-49),Mixed/Unknown,Unknown,SR Adhesive,Repair/Maintenance,Trial Order,100,Monthly,34,Unknown,Yes,9,Yes,Medium,Facebook Page,Reject,14
Company_0177,Automotive/Transport,Auto Seat Upholstery,Uttara,Dhaka,Mixed Zone,28.2,Manufacturer,Micro (1-9),Foam,PU,PU Adhesive,Bonding,Trial Order,0,Monthly,33,Unknown,Yes,27,Yes,High,Distributor Referral,Cold,41
Company_0178,Packaging,Plastic Packaging Manufacturer,Gulshan,Dhaka,Central Dhaka,8.1,Retailer,Medium (50-249),Plastic,SR,SR Adhesive,Lamination,Regular Reorder,301,Weekly,37,Unknown,Yes,12,Yes,Medium,Walk-in,Cold,50
Company_0179,Retail/Trading,Hardware & Adhesive Shop,Motijheel,Dhaka,Central Dhaka,10.3,Distributor,Medium (50-249),Mixed/Unknown,SR,SR Adhesive,Bonding,Regular Reorder,362,Monthly,50,Cash,Yes,7,Yes,Medium,Website Inquiry,Cold,51
Company_0180,Other,Miscellaneous Supplier,Narayanganj,Narayanganj,Industrial Zone,34.6,Manufacturer,Large (250+),Wood,PU,PU Adhesive,Bonding,Trial Order,330,Weekly,36,Credit,Yes,10,Yes,Medium,Distributor Referral,Cold,50
Company_0181,Construction,PVC Sheet Workshop,Motijheel,Dhaka,Central Dhaka,5.7,Distributor,Medium (50-249),Mixed/Unknown,Unknown,SR Adhesive,Assembly,Regular Reorder,299,Monthly,35,Cash,Yes,48,Yes,High,Phone Call,Cold,47
Company_0182,Upholstery/Foam,Cushion Producer,Tongi,Gazipur,Industrial Zone,34.3,Manufacturer,Small (10-49),Fabric,Unknown,PU Adhesive,Lamination,Trial Order,187,Monthly,49,Unknown,Yes,4,Yes,Medium,Phone Call,Save For Later,29
Company_0183,Retail/Trading,Hardware & Adhesive Shop,Motijheel,Dhaka,Central Dhaka,17.4,Distributor,Medium (50-249),Mixed/Unknown,Unknown,SR Adhesive,Bonding,Regular Reorder,216,One-time,54,Unknown,Yes,42,Yes,High,Website Inquiry,Save For Later,48
Company_0184,Footwear,Footwear Accessories Supplier,Savar,Dhaka,Industrial Zone,19.1,Distributor,Small (10-49),Leather,SR,SR Adhesive,Bonding,Trial Order,164,Monthly,27,Cash,Yes,32,Yes,High,WhatsApp,Cold,58
Company_0185,Construction,Door & Board Manufacturer,Tongi,Gazipur,Industrial Zone,30.9,Trader,Small (10-49),Wood,PU,PU Adhesive,Bonding,Trial Order,127,One-time,63,Cash,Yes,16,Yes,Medium,Distributor Referral,Save For Later,36
Company_0186,Upholstery/Foam,Foam Cutting Unit,Narayanganj,Narayanganj,Industrial Zone,14.8,Manufacturer,Micro (1-9),Fabric,SR,SR Adhesive,Assembly,Trial Order,212,Monthly,11,Cash,Yes,88,Yes,High,Phone Call,Warm,93
Company_0187,Automotive/Transport,Vehicle Interior Workshop,Savar,Dhaka,Industrial Zone,32.5,Manufacturer,Small (10-49),Foam,PU,PU Adhesive,Repair/Maintenance,Trial Order,197,Monthly,49,Cash,Yes,41,Yes,High,Facebook Page,Save For Later,42
Company_0188,Packaging,Paper Bag Producer,Uttara,Dhaka,Mixed Zone,15.3,Retailer,Micro (1-9),Mixed/Unknown,Unknown,SR Adhesive,Lamination,Trial Order,0,Monthly,52,Cash,No,0,No,Low,WhatsApp,Reject,17
Company_0189,Furniture,Wood Furniture Factory,Uttara,Dhaka,Mixed Zone,27.2,Trader,Medium (50-249),Wood,Unknown,SR Adhesive,Bonding,Regular Reorder,0,Weekly,16,Credit,Yes,38,No,Medium,Facebook Page,Cold,35
Company_0190,Upholstery/Foam,Mattress Manufacturer,Mirpur,Dhaka,Mixed Zone,8.9,Distributor,Large (250+),Wood,Unknown,PU Adhesive,Assembly,Trial Order,1175,Weekly,1,Cash,No,0,Yes,Low,Referral,Hot,84
Company_0191,Retail/Trading,General Trading Store,Uttara,Dhaka,Mixed Zone,17.3,Manufacturer,Small (10-49),Mixed/Unknown,Unknown,General Purpose Adhesive,Repair/Maintenance,Trial Order,103,Monthly,36,Cash,Yes,6,No,Medium,Walk-in,Reject,17
Company_0192,Upholstery/Foam,Cushion Producer,Savar,Dhaka,Industrial Zone,34.7,Manufacturer,Medium (50-249),Foam,Unknown,PU Adhesive,Bonding,Regular Reorder,268,Monthly,48,Cash,Yes,41,Yes,High,WhatsApp,Save For Later,45
Company_0193,Retail/Trading,Hardware & Adhesive Shop,Keraniganj,Dhaka,Near Highway,25.8,Retailer,Micro (1-9),Mixed/Unknown,Unknown,SR Adhesive,Assembly,Trial Order,18,Monthly,37,Cash,No,0,Yes,Low,Facebook Page,Reject,7
Company_0194,Retail/Trading,Hardware & Adhesive Shop,Mirpur,Dhaka,Mixed Zone,12.5,Manufacturer,Medium (50-249),Mixed/Unknown,Unknown,SR Adhesive,Repair/Maintenance,Regular Reorder,226,One-time,59,Credit,Yes,32,Yes,High,WhatsApp,Save For Later,37
Company_0195,Construction,Interior Materials Trader,Savar,Dhaka,Industrial Zone,32.2,Trader,Medium (50-249),Wood,PU,PU Adhesive,Bonding,Regular Reorder,549,Monthly,10,Cash,Yes,81,Yes,High,Facebook Page,Hot,89
Company_0196,Furniture,Wood Furniture Factory,Tongi,Gazipur,Industrial Zone,23.1,Manufacturer,Small (10-49),Fabric,Unknown,General Purpose Adhesive,Lamination,Regular Reorder,302,Monthly,21,Unknown,No,0,No,Low,Phone Call,Cold,48
Company_0197,Construction,Wood Panel Unit,Savar,Dhaka,Industrial Zone,34.5,Manufacturer,Small (10-49),PVC/EVA,SR,SR Adhesive,Bonding,Regular Reorder,386,Weekly,11,Cash,Yes,134,Yes,High,Phone Call,Warm,75
Company_0198,Packaging,Paper Bag Producer,Motijheel,Dhaka,Central Dhaka,10.3,Manufacturer,Medium (50-249),Paper/Board,PU,PU Adhesive,Assembly,Trial Order,0,Monthly,56,Unknown,Yes,30,Yes,High,WhatsApp,Save For Later,41
Company_0199,Construction,PVC Sheet Workshop,Gazipur,Gazipur,Industrial Zone,54.7,Retailer,Small (10-49),Mixed/Unknown,PU,PU Adhesive,Repair/Maintenance,Regular Reorder,122,One-time,16,Unknown,Yes,27,Yes,High,WhatsApp,Cold,52
Company_0200,Other,Small Enterprise,Uttara,Dhaka,Mixed Zone,22.9,Trader,Small (10-49),Mixed/Unknown,PU,PU Adhesive,Assembly,Regular Reorder,162,Monthly,26,Cash,Yes,16,Yes,Medium,WhatsApp,Cold,34
Company_0201,Retail/Trading,Hardware & Adhesive Shop,Keraniganj,Dhaka,Near Highway,18.4,Trader,Micro (1-9),Mixed/Unknown,Unknown,PU Adhesive,Assembly,Trial Order,45,One-time,55,Unknown,No,0,No,Low,Referral,Reject,18
Company_0202,Packaging,Label Printing Unit,Mirpur,Dhaka,Mixed Zone,15.8,Retailer,Small (10-49),Paper/Board,SR,SR Adhesive,Lamination,Regular Reorder,173,Monthly,22,Cash,Yes,3,Yes,Medium,Walk-in,Cold,43
Company_0203,Other,General Workshop,Gulshan,Dhaka,Central Dhaka,13.8,Distributor,Small (10-49),Wood,Unknown,SR Adhesive,Bonding,Trial Order,210,Monthly,44,Unknown,Yes,26,Yes,High,Facebook Page,Save For Later,44
Company_0204,Automotive/Transport,Car Accessories Unit,Tejgaon,Dhaka,Industrial Zone,14.4,Retailer,Small (10-49),Foam,PU,PU Adhesive,Bonding,Trial Order,55,Monthly,40,Cash,Yes,13,Yes,Medium,Facebook Page,Reject,26
Company_0205,Construction,Interior Materials Trader,Motijheel,Dhaka,Central Dhaka,5.5,Manufacturer,Medium (50-249),Mixed/Unknown,PU,PU Adhesive,Bonding,Trial Order,806,Weekly,8,Credit,Yes,73,Yes,High,Facebook Page,Warm,73
Company_0206,Other,Miscellaneous Supplier,Mirpur,Dhaka,Mixed Zone,11.5,Trader,Micro (1-9),Plastic,Unknown,PU Adhesive,Lamination,Trial Order,52,One-time,43,Unknown,Yes,16,Yes,Medium,WhatsApp,Cold,55
